"subject" "y" "tBodyAccMag-mean()" "tBodyAcc-energy()-X" "tBodyAcc-entropy()-X" "fBodyGyro-mean()-Z" "fBodyGyro-energy()-Z"
"3581" 17 2 -0.15162967 -0.68025728 0.41231109 -0.31937766 -0.67918616
"3582" 17 2 -0.072732976 -0.59176835 0.28983166 -0.2777771 -0.63196431
"3583" 17 2 -0.038900429 -0.54094014 0.34574153 -0.18773865 -0.61685142
"3584" 17 2 0.071744025 -0.47026969 0.50629676 -0.23593448 -0.54536676
"3585" 17 2 0.056884186 -0.48022053 0.62552856 -0.30419271 -0.67798084
"3586" 17 2 -0.013289125 -0.52606458 0.57623188 -0.37069674 -0.76846064
"3587" 17 2 -0.010650017 -0.53251374 0.45569913 -0.34467487 -0.74245914
"3588" 17 2 -0.055690756 -0.58687017 0.41472622 -0.40522272 -0.73557286
"3589" 17 2 -0.090202796 -0.5806419 0.34815666 -0.43822054 -0.75988902
"3590" 17 2 0.0039589484 -0.49511913 0.38563794 -0.35787647 -0.70381052
"3591" 17 2 0.081639671 -0.36044522 0.26609625 -0.26285483 -0.69881893
"3592" 17 2 0.075158397 -0.45797758 0.41847792 -0.27157609 -0.54710985
"3593" 17 2 0.016281597 -0.54671443 0.56042357 -0.22939682 -0.58291674
"3594" 17 2 0.021460588 -0.49450585 0.62996024 -0.30185102 -0.72212167
"3595" 17 2 0.023659066 -0.54561453 0.43150704 -0.25962126 -0.72021815
"3596" 17 2 0.015490946 -0.52920836 0.41364766 -0.29523456 -0.73340128
"3597" 17 2 -0.031446987 -0.4973168 0.50871189 -0.30756498 -0.70269504
"3598" 17 3 0.011051091 -0.40427064 0.29718987 -0.4084291 -0.85646998
"3599" 17 3 0.1694331 -0.18628564 0.27889355 -0.41872513 -0.83988535
"3600" 17 3 0.13665526 -0.30847934 0.1707155 -0.21777489 -0.75086199
"3601" 17 3 0.21685651 -0.22832706 0.2724949 -0.21092381 -0.76088668
"3602" 17 3 0.16996645 -0.26469 0.26368112 -0.31829071 -0.84522718
"3603" 17 3 0.19273322 -0.28847444 0.29718987 -0.3464663 -0.83589956
"3604" 17 3 0.32412677 -0.058053067 0.22612967 -0.32813359 -0.81580267
"3605" 17 3 0.2438267 -0.089219107 0.29079123 -0.38656179 -0.84725185
"3606" 19 5 -0.9174258 -0.99932282 -0.41973888 -0.90579589 -0.99673589
"3607" 19 5 -0.93948482 -0.9999179 -0.60685649 -0.93923564 -0.99773774
"3608" 19 5 -0.93538309 -0.99984689 -0.34018656 -0.95764717 -0.99863884
"3609" 19 5 -0.94443154 -0.9998544 -0.42705873 -0.96232835 -0.99891163
"3610" 19 5 -0.97219492 -0.9999415 -0.65708697 -0.97299947 -0.99950992
"3611" 19 5 -0.9864052 -0.99997625 -0.61417144 -0.99119475 -0.99993794
"3612" 19 5 -0.98151535 -0.99996942 -0.62611447 -0.99100449 -0.99989904
"3613" 19 5 -0.98202541 -0.99997405 -0.70279324 -0.99189525 -0.99991731
"3614" 19 5 -0.98536248 -0.99998914 -0.669726 -0.9928656 -0.99993381
"3615" 19 5 -0.97893303 -0.999989 -0.67830244 -0.98750298 -0.99988484
"3616" 19 5 -0.98552442 -0.99998896 -0.70279324 -0.99030495 -0.99993847
"3617" 19 5 -0.9941181 -0.99998386 -0.7177413 -0.99398633 -0.99995759
"3618" 19 5 -0.9917221 -0.99998221 -0.68225522 -0.99312588 -0.99994885
"3619" 19 5 -0.99321407 -0.9999804 -0.7310954 -0.99404852 -0.99996453
"3620" 19 5 -0.993171 -0.99998152 -0.76959487 -0.99329331 -0.99995697
"3621" 19 5 -0.98664385 -0.99998938 -0.68225522 -0.98939469 -0.99990896
"3622" 19 5 -0.96571757 -0.99998183 -0.64211168 -0.98177226 -0.99968677
"3623" 19 5 -0.94860614 -0.9999212 -0.43532993 -0.95896318 -0.99917594
"3624" 19 5 -0.95963646 -0.99992288 -0.39832097 -0.96452054 -0.99942568
"3625" 19 5 -0.97439438 -0.99997931 -0.59223514 -0.98340363 -0.9997324
"3626" 19 5 -0.834851 -0.99743095 0.14468246 -0.85284863 -0.99178031
"3627" 19 5 -0.89095639 -0.99874722 -0.39310697 -0.84935027 -0.99165286
"3628" 19 5 -0.94616679 -0.99965582 -0.53642622 -0.94531904 -0.99912427
"3629" 19 5 -0.98206102 -0.9999736 -0.58900165 -0.98353648 -0.99948823
"3630" 19 5 -0.97827894 -0.99987624 -0.48755413 -0.95277731 -0.99854835
"3631" 19 5 -0.97877263 -0.99985007 -0.50390822 -0.95253733 -0.99834914
"3632" 19 5 -0.98867014 -0.99995534 -0.60263663 -0.97471946 -0.99960562
"3633" 19 5 -0.99110919 -0.9999789 -0.6443871 -0.98910011 -0.99983096
"3634" 19 5 -0.98663111 -0.99998637 -0.64898612 -0.98994944 -0.99985775
"3635" 19 5 -0.9869736 -0.99999261 -0.70181918 -0.9944357 -0.9999612
"3636" 19 5 -0.99231512 -0.99999544 -0.76858336 -0.99381587 -0.99994531
"3637" 19 5 -0.99344731 -0.99999139 -0.75186908 -0.99145305 -0.99991829
"3638" 19 5 -0.99313496 -0.99998793 -0.78655253 -0.99180168 -0.99991638
"3639" 19 5 -0.99101176 -0.99997491 -0.70950042 -0.98447052 -0.99981492
"3640" 19 5 -0.98334819 -0.99995877 -0.68048734 -0.982722 -0.99979234
"3641" 19 5 -0.98402081 -0.99997179 -0.81618392 -0.99154229 -0.99992039
"3642" 19 5 -0.98852444 -0.9999743 -0.7177413 -0.99189734 -0.99990915
"3643" 19 5 -0.99241564 -0.9999722 -0.58900165 -0.9941392 -0.99993547
"3644" 19 5 -0.99589887 -0.99998184 -0.63718496 -0.99397193 -0.99995187
"3645" 19 5 -0.98758407 -0.99997634 -0.6027599 -0.99243873 -0.99991878
"3646" 19 5 -0.98555247 -0.9999717 -0.55669194 -0.98896542 -0.99984084
"3647" 19 4 -0.8603067 -0.98963438 0.058773617 -0.95704444 -0.99729305
"3648" 19 4 -0.95869846 -0.9992018 -0.077580041 -0.91495857 -0.99613751
"3649" 19 4 -0.96314148 -0.99940411 -0.86418854 -0.94481794 -0.99764523
"3650" 19 4 -0.95541793 -0.99931238 -0.7763587 -0.97430725 -0.99967861
"3651" 19 4 -0.97453279 -0.99975308 -0.53750243 -0.96655008 -0.99944199
"3652" 19 4 -0.9782639 -0.99976051 -0.30838943 -0.96717968 -0.9994183
"3653" 19 4 -0.98033375 -0.9996933 -0.1403504 -0.9715259 -0.99968892
"3654" 19 4 -0.98498257 -0.99976867 -0.20178086 -0.97825683 -0.99974944
"3655" 19 4 -0.98776332 -0.99985999 -0.43611113 -0.98053339 -0.99981961
"3656" 19 4 -0.98845391 -0.99984676 -0.4484341 -0.99079701 -0.9998507
"3657" 19 4 -0.989798 -0.99985404 -0.41562339 -0.9914581 -0.99987759
"3658" 19 4 -0.99007647 -0.99986679 -0.33662007 -0.98796314 -0.99982018
"3659" 19 4 -0.98910354 -0.9998795 -0.43860709 -0.98888384 -0.99977839
"3660" 19 4 -0.98786576 -0.99987974 -0.57383369 -0.98749408 -0.99983985
"3661" 19 4 -0.99069178 -0.99991454 -0.56800399 -0.98948945 -0.99988128
"3662" 19 4 -0.99296723 -0.99991564 -0.46857854 -0.9904959 -0.99988297
"3663" 19 4 -0.99007735 -0.9998721 -0.41343124 -0.9922976 -0.99987652
"3664" 19 4 -0.99025197 -0.99988304 -0.49974295 -0.99194035 -0.99986561
"3665" 19 4 -0.99042926 -0.99989197 -0.48609387 -0.99015215 -0.99985131
"3666" 19 4 -0.82787074 -0.99245406 -0.037524066 -0.90842458 -0.99341906
"3667" 19 4 -0.95344374 -0.99947303 -0.53416258 -0.97505187 -0.99963
"3668" 19 4 -0.94218501 -0.99896226 -0.45724595 -0.96849305 -0.99939766
"3669" 19 4 -0.88692214 -0.99734728 -0.78776211 -0.94374714 -0.99634902
"3670" 19 4 -0.90051013 -0.99795683 -0.18646047 -0.93110199 -0.99707784
"3671" 19 4 -0.93845733 -0.99929334 0.074390801 -0.94026331 -0.9973326
"3672" 19 4 -0.95380245 -0.99942215 -0.11826614 -0.95910176 -0.99881879
"3673" 19 4 -0.94525522 -0.99937954 -0.6127957 -0.97472994 -0.99952147
"3674" 19 4 -0.94775188 -0.99952583 -0.35559196 -0.97736705 -0.99919262
"3675" 19 4 -0.96707748 -0.99979877 -0.37443847 -0.9826937 -0.99964952
"3676" 19 4 -0.96957366 -0.99979744 -0.39647162 -0.97757191 -0.9994533
"3677" 19 4 -0.97542072 -0.99980347 -0.39647162 -0.97970674 -0.99952014
"3678" 19 4 -0.97941295 -0.9998086 -0.36766959 -0.98366291 -0.9997256
"3679" 19 4 -0.9791746 -0.99979219 -0.34906613 -0.98690103 -0.99979928
"3680" 19 4 -0.97598918 -0.99976617 -0.37571557 -0.98419876 -0.99968312
"3681" 19 4 -0.97199474 -0.99972412 -0.39272639 -0.98049346 -0.99962009
"3682" 19 4 -0.97236015 -0.99971756 -0.44323457 -0.98242138 -0.99966554
"3683" 19 4 -0.97715115 -0.99980388 -0.3851876 -0.98358951 -0.999558
"3684" 19 6 -0.93198174 -0.99989107 -0.76469173 -0.97089345 -0.99957126
"3685" 19 6 -0.98228489 -0.99993291 -0.79712303 -0.97958995 -0.99974838
"3686" 19 6 -0.99304979 -0.99994541 -0.60653983 -0.98367428 -0.99985027
"3687" 19 6 -0.99342785 -0.99992752 -0.5682971 -0.98851067 -0.99990331
"3688" 19 6 -0.99488901 -0.99992956 -0.60037255 -0.9898119 -0.99994065
"3689" 19 6 -0.99081422 -0.99995406 -0.48568499 -0.98684113 -0.99984802
"3690" 19 6 -0.98427456 -0.99991492 -0.51711114 -0.98283807 -0.99970311
"3691" 19 6 -0.98133154 -0.99986934 -0.55255151 -0.97824524 -0.99975863
"3692" 19 6 -0.98452639 -0.99988455 -0.3675809 -0.98570532 -0.99986652
"3693" 19 6 -0.99203954 -0.99994666 -0.47331568 -0.98788179 -0.99990781
"3694" 19 6 -0.99346729 -0.99995821 -0.5249573 -0.99019166 -0.99991542
"3695" 19 6 -0.99022675 -0.99993057 -0.49536202 -0.98975761 -0.99991335
"3696" 19 6 -0.9880222 -0.99993541 -0.53253697 -0.98711901 -0.99990661
"3697" 19 6 -0.99094542 -0.9999541 -0.60430244 -0.9872745 -0.9999106
"3698" 19 6 -0.99404181 -0.99995296 -0.7217794 -0.98727783 -0.99991851
"3699" 19 6 -0.99454003 -0.9999633 -0.70279324 -0.98994038 -0.99993094
"3700" 19 6 -0.99510102 -0.99996466 -0.50861269 -0.99075389 -0.99992733
"3701" 19 6 -0.99532647 -0.99995211 -0.51749622 -0.99143358 -0.9999239
"3702" 19 6 -0.99491302 -0.99996332 -0.64898612 -0.99170828 -0.99993633
"3703" 19 6 -0.99473902 -0.99996307 -0.51679553 -0.99330349 -0.99993649
"3704" 19 6 -0.99720293 -0.99996197 -0.50501842 -0.99304062 -0.99993164
"3705" 19 6 -0.91234302 -0.99836217 -0.18208033 -0.83165913 -0.98066362
"3706" 19 6 -0.96507253 -0.99973635 -0.42599065 -0.86295534 -0.98838214
"3707" 19 6 -0.98371262 -0.99985087 -0.31895384 -0.92547655 -0.99682232
"3708" 19 6 -0.98504918 -0.99983086 -0.65253681 -0.97073819 -0.99948822
"3709" 19 6 -0.99033732 -0.99988245 -0.84967219 -0.99214037 -0.99993903
"3710" 19 6 -0.99354374 -0.99991018 -0.7695495 -0.99219677 -0.99993657
"3711" 19 6 -0.99258175 -0.9999068 -0.72549217 -0.98931875 -0.99988001
"3712" 19 6 -0.99580752 -0.99995421 -0.70480503 -0.99209938 -0.99993559
"3713" 19 6 -0.99684603 -0.99994924 -0.55554661 -0.99471589 -0.99996799
"3714" 19 6 -0.99539911 -0.99995072 -0.59123342 -0.99199969 -0.99993591
"3715" 19 6 -0.99311489 -0.99992403 -0.48002519 -0.99146889 -0.99993135
"3716" 19 6 -0.99169375 -0.99990684 -0.49765987 -0.99160158 -0.99993035
"3717" 19 6 -0.99509587 -0.9999542 -0.77740301 -0.99228952 -0.99993165
"3718" 19 6 -0.99635606 -0.99995473 -0.623929 -0.99081954 -0.99992691
"3719" 19 6 -0.99534646 -0.99994056 -0.53893155 -0.98976415 -0.99991593
"3720" 19 6 -0.99583803 -0.99993778 -0.55154787 -0.98956595 -0.99989257
"3721" 19 6 -0.9943593 -0.9999149 -0.49114456 -0.98860038 -0.99989221
"3722" 19 6 -0.99423109 -0.99992533 -0.50961859 -0.9884569 -0.99993219
"3723" 19 6 -0.99293672 -0.99990784 -0.44152813 -0.99186411 -0.99993969
"3724" 19 6 -0.98793372 -0.99980671 -0.35988291 -0.97801256 -0.9997997
"3725" 19 1 -0.037795717 -0.65583911 0.34531736 -0.23394206 -0.74827882
"3726" 19 1 0.043934964 -0.57838971 0.26918015 -0.13098658 -0.65612025
"3727" 19 1 -0.0060986745 -0.60759304 0.46209778 -0.12768408 -0.56567535
"3728" 19 1 -0.0051385903 -0.64922942 0.40085036 -0.04002762 -0.55574927
"3729" 19 1 -0.020317801 -0.64025928 0.40832757 -0.10493652 -0.61587004
"3730" 19 1 -0.0062144052 -0.60191505 0.43392217 -0.12705641 -0.60167566
"3731" 19 1 0.0038120246 -0.59461608 0.36216164 -0.13139788 -0.6247049
"3732" 19 1 -0.059994188 -0.62880024 0.45413074 -0.068892637 -0.62188501
"3733" 19 1 -0.041822726 -0.63616623 0.47101054 0.15948692 -0.59254102
"3734" 19 1 0.020491386 -0.55935965 0.44032082 -0.064751416 -0.61205315
"3735" 19 1 -0.05420384 -0.62016324 0.3853411 -0.15519817 -0.70158544
"3736" 19 1 -0.18373572 -0.75340823 0.47825593 -0.24080036 -0.67940212
"3737" 19 1 -0.21915477 -0.75264517 0.34930088 -0.22375375 -0.71413931
"3738" 19 1 -0.17740879 -0.69604493 0.22292817 -0.25687025 -0.78689034
"3739" 19 1 -0.061937024 -0.71077279 0.36370736 -0.20198004 -0.7356713
"3740" 19 1 0.037902586 -0.53244737 0.33650358 -0.03985617 -0.61742464
"3741" 19 1 0.029673787 -0.52532534 0.33294423 -0.0035103599 -0.54701541
"3742" 19 1 -0.012950105 -0.57048152 0.4758408 -0.083319534 -0.59701623
"3743" 19 1 0.030774586 -0.48347435 0.46193189 -0.061140578 -0.62518468
"3744" 19 1 0.086616741 -0.4441923 0.36976774 0.00038057128 -0.55637128
"3745" 19 1 0.056223457 -0.5112706 0.45510757 0.094511035 -0.47091771
"3746" 19 1 0.0052939004 -0.59332726 0.58915322 0.095266641 -0.45249573
"3747" 19 1 0.051674755 -0.54417117 0.4958768 0.012588193 -0.50391009
"3748" 19 1 0.084849355 -0.48637163 0.38586976 0.11857199 -0.51653999
"3749" 19 1 0.028303217 -0.55631394 0.43408805 0.12777294 -0.50130296
"3750" 19 1 0.010250434 -0.62770322 0.4886692 -0.0054297609 -0.55658186
"3751" 19 1 -0.05347475 -0.69468328 0.39330814 0.039589362 -0.58296754
"3752" 19 3 0.4708175 0.08382995 0.14174843 0.092414447 -0.53752378
"3753" 19 3 0.54422777 0.15609115 0.21652952 -0.0021250395 -0.63541768
"3754" 19 3 0.34928231 -0.15445522 0.29718987 0.15612354 -0.61117708
"3755" 19 3 0.23974915 -0.2666656 0.17004817 0.011371952 -0.68532024
"3756" 19 3 0.2768915 -0.19931412 0.11031062 -0.062697664 -0.7137618
"3757" 19 3 0.26946684 -0.2108901 0.22051304 -0.076806882 -0.68704759
"3758" 19 3 0.33565502 -0.050436134 0.30358852 -0.086774388 -0.70891418
"3759" 19 3 0.5194173 0.20077501 0.12895113 0.019093641 -0.63845525
"3760" 19 3 0.67727842 0.51420519 0.054665119 0.001333139 -0.59583654
"3761" 19 3 0.75446366 0.58241628 0.22680474 0.16053308 -0.5754775
"3762" 19 3 0.57462805 0.24594995 0.19733357 0.079936851 -0.64205558
"3763" 19 3 0.63504664 0.39774567 0.12709143 0.25542695 -0.46396971
"3764" 19 3 0.85922303 0.80089302 0.25143977 0.30325272 -0.43005815
"3765" 19 3 0.7663483 0.50811964 0.2733022 0.20748553 -0.54932316
"3766" 19 2 -0.027859589 -0.65781461 0.52619394 -0.34435651 -0.81507341
"3767" 19 2 -0.15666161 -0.72989946 0.65886801 -0.39122409 -0.82207287
"3768" 19 2 -0.027156104 -0.61952718 0.69569151 -0.24787654 -0.73328108
"3769" 19 2 0.003717012 -0.57568996 0.59542783 -0.17435084 -0.7255854
"3770" 19 2 -0.10595161 -0.70239852 0.68580101 -0.27368651 -0.76131909
"3771" 19 2 -0.10653023 -0.7044512 0.61270518 -0.24641044 -0.71648035
"3772" 19 2 -0.10714529 -0.64247622 0.73172504 -0.30194503 -0.73470599
"3773" 19 2 0.21799532 -0.56905535 0.40568062 -0.095827523 -0.54134416
"3774" 19 2 -0.018903822 -0.61121436 0.56983323 -0.32973465 -0.78687983
"3775" 19 2 0.050292114 -0.54777669 0.69973179 -0.28509618 -0.76290472
"3776" 19 2 0.084767781 -0.51185938 0.63190112 -0.28720516 -0.72939883
"3777" 19 2 -0.012544607 -0.61945867 0.53259258 -0.15490639 -0.65985892
"3778" 19 2 0.0048622856 -0.5742982 0.57165248 -0.21437835 -0.6945378
"3779" 19 2 -0.080855883 -0.60047904 0.65139263 -0.24331614 -0.78166641
"3780" 19 3 0.44996591 0.13920926 0.19564276 0.015914374 -0.62106372
"3781" 19 3 0.56810158 0.19067911 0.35853883 0.11044856 -0.55618108
"3782" 19 3 0.52548735 0.14273877 0.1393333 0.42836209 -0.34587279
"3783" 19 3 0.55306434 0.23951575 0.10391197 0.24513523 -0.36610377
"3784" 19 3 0.65256211 0.31505517 0.38654855 0.085838927 -0.64362719
"3785" 19 3 0.56697116 0.3000294 0.20445654 -0.13747543 -0.8113869
"3786" 19 3 0.6283453 0.47423583 0.17403168 -0.082994532 -0.65048795
"3787" 19 2 0.021579653 -0.62151325 0.59353531 -0.17926912 -0.74513679
"3788" 19 2 0.00025401101 -0.62973042 0.72532639 -0.25605949 -0.71478794
"3789" 19 2 0.065548528 -0.51779079 0.68289421 -0.068255944 -0.66675582
"3790" 19 2 0.060040146 -0.50590865 0.56525383 0.07264341 -0.58256143
"3791" 19 2 0.095070405 -0.48915108 0.70450529 -0.018364386 -0.60879183
"3792" 19 2 0.038608074 -0.49576648 0.70450529 -0.17511761 -0.75609446
"3793" 19 2 -0.065314391 -0.62706243 0.55402492 -0.2623058 -0.77348473
"3794" 19 5 -0.92486082 -0.99939194 -0.15826731 -0.93994967 -0.99796408
"3795" 19 5 -0.93706885 -0.99955992 -0.2072274 -0.93995026 -0.99787152
"3796" 19 5 -0.96788223 -0.99992391 -0.59502537 -0.96647635 -0.99934698
"3797" 19 5 -0.9824884 -0.99996836 -0.68076571 -0.98891922 -0.99983019
"3798" 19 5 -0.98390171 -0.99996943 -0.65214817 -0.9865421 -0.99988996
"3799" 19 5 -0.99395124 -0.99997861 -0.6904156 -0.99656577 -0.99998299
"3800" 19 5 -0.99687336 -0.99997519 -0.63328836 -0.99459109 -0.9999718
"3801" 19 5 -0.9906661 -0.99997149 -0.63323942 -0.99027196 -0.99993719
"3802" 19 5 -0.98529845 -0.999972 -0.75102909 -0.9865434 -0.99987018
"3803" 19 5 -0.98874494 -0.99997647 -0.70279324 -0.98748058 -0.99990559
"3804" 19 5 -0.98604905 -0.99987392 -0.54282487 -0.96723512 -0.9993665
"3805" 19 5 -0.96482677 -0.99983086 -0.43615372 -0.95392693 -0.99865278
"3806" 19 5 -0.95595464 -0.99987987 -0.29633514 -0.96551202 -0.9989733
"3807" 19 5 -0.97206793 -0.9999032 -0.32907496 -0.97433806 -0.99971106
"3808" 19 5 -0.97573616 -0.99986067 -0.42000603 -0.96877389 -0.99940937
"3809" 19 5 -0.96227574 -0.99985592 -0.39184022 -0.95895645 -0.99866347
"3810" 19 5 -0.95307756 -0.99981763 -0.47146594 -0.95555555 -0.99882389
"3811" 19 5 -0.92259529 -0.99910338 -0.39724711 -0.94881172 -0.99641508
"3812" 19 5 -0.96340411 -0.99991504 -0.35359008 -0.91449995 -0.99552783
"3813" 19 5 -0.97648033 -0.99995396 -0.57821642 -0.94891352 -0.99804531
"3814" 19 5 -0.97786949 -0.9999684 -0.84967219 -0.98229145 -0.99960057
"3815" 19 5 -0.9740661 -0.99997417 -0.77740301 -0.9439421 -0.99775501
"3816" 19 5 -0.95025484 -0.99990924 -0.84967219 -0.95702768 -0.99640502
"3817" 19 5 -0.93492537 -0.99976896 -0.51162353 -0.91925038 -0.99714015
"3818" 19 5 -0.8970438 -0.99961085 -0.27791173 -0.92875471 -0.99487407
"3819" 19 5 -0.87194888 -0.99961286 -0.3952556 -0.91758802 -0.99309368
"3820" 19 5 -0.90927375 -0.99977591 -0.32281381 -0.95798737 -0.99863187
"3821" 19 5 -0.91126571 -0.99985583 -0.26914397 -0.94398536 -0.99797892
"3822" 19 5 -0.83826315 -0.99966823 -0.066913168 -0.92349337 -0.99640577
"3823" 19 5 -0.82536547 -0.99965101 -0.049122321 -0.90195631 -0.97937049
"3824" 19 5 -0.86825847 -0.99982895 -0.3769146 -0.8650445 -0.97360804
"3825" 19 5 -0.90654201 -0.99987854 -0.51850159 -0.9601369 -0.99787028
"3826" 19 4 -0.88887711 -0.99722154 -0.10157308 -0.92889585 -0.99660126
"3827" 19 4 -0.94805037 -0.99935782 -0.58224575 -0.92750574 -0.99645358
"3828" 19 4 -0.97999596 -0.99974986 -0.54664697 -0.95490936 -0.99855661
"3829" 19 4 -0.99392889 -0.9999255 -0.41039601 -0.9839371 -0.99978105
"3830" 19 4 -0.98016674 -0.99955078 -0.24034138 -0.97288284 -0.99957301
"3831" 19 4 -0.97982053 -0.99954112 -0.38400281 -0.97228592 -0.99956835
"3832" 19 4 -0.98891885 -0.99980419 -0.3219241 -0.99477034 -0.99996943
"3833" 19 4 -0.99029797 -0.99982282 -0.33010898 -0.99533655 -0.99996606
"3834" 19 4 -0.98991769 -0.99982868 -0.33159117 -0.99344406 -0.99992736
"3835" 19 4 -0.9881553 -0.99979952 -0.31882174 -0.99192136 -0.99989933
"3836" 19 4 -0.98836987 -0.9997932 -0.32608599 -0.99135431 -0.99990035
"3837" 19 4 -0.98782542 -0.9997752 -0.32608599 -0.99182608 -0.99987281
"3838" 19 4 -0.99064942 -0.99985881 -0.55402592 -0.99133771 -0.99988782
"3839" 19 4 -0.99075678 -0.99985657 -0.44647768 -0.99379111 -0.99993788
"3840" 19 4 -0.99159197 -0.99984016 -0.39052928 -0.99464233 -0.99992345
"3841" 19 4 -0.75302057 -0.98904138 -0.040009941 -0.92648185 -0.99650292
"3842" 19 4 -0.94783799 -0.9993316 -0.41536791 -0.98445045 -0.99975266
"3843" 19 4 -0.97761794 -0.99985715 -0.40661492 -0.97637293 -0.99953237
"3844" 19 4 -0.97275098 -0.99988769 -0.46282886 -0.98053322 -0.9994521
"3845" 19 4 -0.98357439 -0.99992696 -0.43552128 -0.99090178 -0.99989795
"3846" 19 4 -0.98718995 -0.9999141 -0.43032091 -0.98070428 -0.99970744
"3847" 19 4 -0.97787823 -0.99988891 -0.45247904 -0.97881204 -0.99958137
"3848" 19 4 -0.91333679 -0.99933945 -0.7542192 -0.95975019 -0.99903499
"3849" 19 4 -0.88488058 -0.99899423 -0.57314482 -0.94230748 -0.998175
"3850" 19 4 -0.9051971 -0.99908452 0.0080399235 -0.95522032 -0.99861018
"3851" 19 4 -0.930376 -0.99942214 0.091581384 -0.96808236 -0.9993497
"3852" 19 4 -0.9643404 -0.99985751 -0.46740202 -0.95270431 -0.99862086
"3853" 19 4 -0.96449062 -0.9997715 -0.58672465 -0.94057015 -0.99770276
"3854" 19 4 -0.97963639 -0.99984103 -0.50781324 -0.97074202 -0.99955376
"3855" 19 4 -0.99014736 -0.99996665 -0.4854279 -0.9946565 -0.99995878
"3856" 19 4 -0.97552089 -0.99972365 -0.49788769 -0.88176896 -0.99506895
"3857" 19 4 -0.97789573 -0.99972922 -0.59833441 -0.88221837 -0.99509189
"3858" 19 4 -0.98749924 -0.99993817 -0.59871996 -0.96918372 -0.99952776
"3859" 19 4 -0.96701151 -0.99979667 -0.29012068 -0.94815293 -0.99833368
"3860" 19 4 -0.96923875 -0.99981636 -0.29812665 -0.96092183 -0.99871418
"3861" 19 4 -0.93713307 -0.99958542 -0.22164703 -0.88216965 -0.99093138
"3862" 19 6 -0.91640605 -0.99118861 -0.10808631 -0.93046666 -0.998195
"3863" 19 6 -0.97791528 -0.99951486 -0.35743094 -0.9863196 -0.99984286
"3864" 19 6 -0.92466263 -0.99332757 -0.92552944 -0.96272431 -0.9986932
"3865" 19 6 -0.90307305 -0.99161842 -0.38216393 -0.9682689 -0.99904699
"3866" 19 6 -0.94846859 -0.99730114 0.023374641 -0.98273899 -0.99956851
"3867" 19 6 -0.96271372 -0.99853628 0.14471742 -0.98020793 -0.99972231
"3868" 19 6 -0.96939441 -0.99892695 -0.1274262 -0.98375442 -0.99967305
"3869" 19 6 -0.97502461 -0.99926675 -0.20112059 -0.98227662 -0.99976836
"3870" 19 6 -0.9741956 -0.99925341 0.058557774 -0.98542135 -0.99977433
"3871" 19 6 -0.96323304 -0.99866231 -0.16287641 -0.9719995 -0.99962294
"3872" 19 6 -0.9576103 -0.9983446 -0.65274323 -0.96771552 -0.99949278
"3873" 19 6 -0.95042798 -0.99787386 -0.009497257 -0.98253873 -0.99954331
"3874" 19 6 -0.95116793 -0.99792841 -0.075102649 -0.98399794 -0.99960996
"3875" 19 6 -0.94098322 -0.99692336 0.2425517 -0.97897819 -0.99951426
"3876" 19 6 -0.94432247 -0.99716448 0.43372199 -0.96499741 -0.9992428
"3877" 19 6 -0.95609419 -0.99823955 0.14146671 -0.96961125 -0.99930077
"3878" 19 6 -0.92880411 -0.99589239 -0.26269622 -0.98205136 -0.99951281
"3879" 19 6 -0.92466796 -0.99551212 0.040752748 -0.98173375 -0.9995912
"3880" 19 6 -0.93717414 -0.99680481 0.018298713 -0.9854699 -0.99972783
"3881" 19 6 -0.94408602 -0.99719224 -0.013100655 -0.98117154 -0.99954939
"3882" 19 6 -0.94796648 -0.99750456 -0.0019009504 -0.9772669 -0.99959568
"3883" 19 6 -0.94610942 -0.99747147 -0.026860509 -0.98125606 -0.99963978
"3884" 19 6 -0.95487399 -0.99802861 0.061277932 -0.97505013 -0.999519
"3885" 19 6 -0.91310055 -0.99334179 -0.091264491 -0.84129524 -0.98489675
"3886" 19 6 -0.96954369 -0.99889184 -0.16021782 -0.89161251 -0.99441939
"3887" 19 6 -0.97551461 -0.99923524 -0.52538849 -0.94441235 -0.99756108
"3888" 19 6 -0.97491062 -0.99929578 -0.23270803 -0.97575303 -0.99971569
"3889" 19 6 -0.97843102 -0.99949401 -0.24809279 -0.97991914 -0.99971682
"3890" 19 6 -0.98352993 -0.99972577 -0.55319702 -0.97905902 -0.9997343
"3891" 19 6 -0.96917353 -0.99897367 -0.027657872 -0.97911711 -0.9995736
"3892" 19 6 -0.95865776 -0.99850533 -0.081441954 -0.97697526 -0.99941487
"3893" 19 6 -0.96471224 -0.99879196 -0.11260564 -0.97975177 -0.99949147
"3894" 19 6 -0.95971247 -0.9982019 0.21873077 -0.97900888 -0.99938155
"3895" 19 6 -0.84541758 -0.97858764 0.75679735 -0.97264406 -0.99959454
"3896" 19 6 -0.79216893 -0.97188652 0.630417 -0.94378706 -0.99837633
"3897" 19 6 -0.88164734 -0.98940559 -0.26868424 -0.94378296 -0.99879266
"3898" 19 6 -0.94910327 -0.99716561 -0.58115904 -0.95314605 -0.99910471
"3899" 19 6 -0.93624563 -0.99582197 -0.58115904 -0.96474486 -0.99932751
"3900" 19 6 -0.91928092 -0.99501344 -0.97300716 -0.97252697 -0.99967835
"3901" 19 6 -0.96329231 -0.99887036 -0.93434322 -0.98519108 -0.99990106
